image_name,image_path,mask_path,has_pneumo,mask_coverage
274_train_1_.png,data_full/png_images/274_train_1_.png,data_full/png_masks/274_train_1_.png,1,0.008645057678222656
119_train_1_.png,data_full/png_images/119_train_1_.png,data_full/png_masks/119_train_1_.png,1,0.020503997802734375
1884_train_1_.png,data_full/png_images/1884_train_1_.png,data_full/png_masks/1884_train_1_.png,1,0.02671051025390625
579_train_1_.png,data_full/png_images/579_train_1_.png,data_full/png_masks/579_train_1_.png,1,0.034206390380859375
355_train_1_.png,data_full/png_images/355_train_1_.png,data_full/png_masks/355_train_1_.png,1,0.02689647674560547
1245_train_1_.png,data_full/png_images/1245_train_1_.png,data_full/png_masks/1245_train_1_.png,1,0.05170917510986328
1985_train_1_.png,data_full/png_images/1985_train_1_.png,data_full/png_masks/1985_train_1_.png,1,0.012934684753417969
1877_train_1_.png,data_full/png_images/1877_train_1_.png,data_full/png_masks/1877_train_1_.png,1,0.007147789001464844
11_train_1_.png,data_full/png_images/11_train_1_.png,data_full/png_masks/11_train_1_.png,1,0.010260581970214844
659_train_1_.png,data_full/png_images/659_train_1_.png,data_full/png_masks/659_train_1_.png,1,0.020524978637695312
1059_train_1_.png,data_full/png_images/1059_train_1_.png,data_full/png_masks/1059_train_1_.png,1,0.028223037719726562
2760_train_1_.png,data_full/png_images/2760_train_1_.png,data_full/png_masks/2760_train_1_.png,1,0.006251335144042969
2262_train_1_.png,data_full/png_images/2262_train_1_.png,data_full/png_masks/2262_train_1_.png,1,0.012788772583007812
1696_train_1_.png,data_full/png_images/1696_train_1_.png,data_full/png_masks/1696_train_1_.png,1,0.03760337829589844
1820_train_1_.png,data_full/png_images/1820_train_1_.png,data_full/png_masks/1820_train_1_.png,1,0.010934829711914062
2533_train_1_.png,data_full/png_images/2533_train_1_.png,data_full/png_masks/2533_train_1_.png,1,0.011180877685546875
2230_train_1_.png,data_full/png_images/2230_train_1_.png,data_full/png_masks/2230_train_1_.png,1,0.017416000366210938
125_train_1_.png,data_full/png_images/125_train_1_.png,data_full/png_masks/125_train_1_.png,1,0.00649261474609375
2753_train_1_.png,data_full/png_images/2753_train_1_.png,data_full/png_masks/2753_train_1_.png,1,0.04352760314941406
133_train_1_.png,data_full/png_images/133_train_1_.png,data_full/png_masks/133_train_1_.png,1,0.010327339172363281
2174_train_1_.png,data_full/png_images/2174_train_1_.png,data_full/png_masks/2174_train_1_.png,1,0.007699012756347656
1214_train_1_.png,data_full/png_images/1214_train_1_.png,data_full/png_masks/1214_train_1_.png,1,0.016745567321777344
748_train_1_.png,data_full/png_images/748_train_1_.png,data_full/png_masks/748_train_1_.png,1,0.051764488220214844
203_train_1_.png,data_full/png_images/203_train_1_.png,data_full/png_masks/203_train_1_.png,1,0.011628150939941406
338_train_1_.png,data_full/png_images/338_train_1_.png,data_full/png_masks/338_train_1_.png,1,0.0051422119140625
1154_train_1_.png,data_full/png_images/1154_train_1_.png,data_full/png_masks/1154_train_1_.png,1,0.011392593383789062
2296_train_1_.png,data_full/png_images/2296_train_1_.png,data_full/png_masks/2296_train_1_.png,1,0.005341529846191406
669_train_1_.png,data_full/png_images/669_train_1_.png,data_full/png_masks/669_train_1_.png,1,0.03273487091064453
1126_train_1_.png,data_full/png_images/1126_train_1_.png,data_full/png_masks/1126_train_1_.png,1,0.04465198516845703
1662_train_1_.png,data_full/png_images/1662_train_1_.png,data_full/png_masks/1662_train_1_.png,1,0.006394386291503906
394_train_1_.png,data_full/png_images/394_train_1_.png,data_full/png_masks/394_train_1_.png,1,0.008469581604003906
2035_train_1_.png,data_full/png_images/2035_train_1_.png,data_full/png_masks/2035_train_1_.png,1,0.03498268127441406
864_train_1_.png,data_full/png_images/864_train_1_.png,data_full/png_masks/864_train_1_.png,1,0.026166915893554688
875_train_1_.png,data_full/png_images/875_train_1_.png,data_full/png_masks/875_train_1_.png,1,0.04657173156738281
2055_train_1_.png,data_full/png_images/2055_train_1_.png,data_full/png_masks/2055_train_1_.png,1,0.012392997741699219
1659_train_1_.png,data_full/png_images/1659_train_1_.png,data_full/png_masks/1659_train_1_.png,1,0.006052970886230469
142_train_1_.png,data_full/png_images/142_train_1_.png,data_full/png_masks/142_train_1_.png,1,0.02131175994873047
612_train_1_.png,data_full/png_images/612_train_1_.png,data_full/png_masks/612_train_1_.png,1,0.012876510620117188
143_train_1_.png,data_full/png_images/143_train_1_.png,data_full/png_masks/143_train_1_.png,1,0.04497814178466797
407_train_1_.png,data_full/png_images/407_train_1_.png,data_full/png_masks/407_train_1_.png,1,0.0053863525390625
30_train_1_.png,data_full/png_images/30_train_1_.png,data_full/png_masks/30_train_1_.png,1,0.015394210815429688
2033_train_1_.png,data_full/png_images/2033_train_1_.png,data_full/png_masks/2033_train_1_.png,1,0.012461662292480469
1182_train_1_.png,data_full/png_images/1182_train_1_.png,data_full/png_masks/1182_train_1_.png,1,0.007244110107421875
981_train_1_.png,data_full/png_images/981_train_1_.png,data_full/png_masks/981_train_1_.png,1,0.013080596923828125
595_train_1_.png,data_full/png_images/595_train_1_.png,data_full/png_masks/595_train_1_.png,1,0.005759239196777344
