epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr
1,0.9392985605587394,0.09240031158709425,0.050185958310267176,0.9384772067978269,0.10497341482412248,0.057167782669975645,0.0001
2,0.9237021111835868,0.13704627941725617,0.07644512412785473,0.9323178047225589,0.1252616863875162,0.06890490562433288,0.0001
3,0.9140731419547129,0.1437785869180146,0.08042800211805408,0.91724845908937,0.13093712642079308,0.07290781289339066,0.0001
4,0.9043609898979381,0.1546551974143012,0.08796094174859888,0.9085148289090111,0.15406539007311776,0.0874752609857491,0.0001
5,0.8949405823723745,0.16816225288025402,0.09647007671705747,0.8950555211021787,0.17325353551478612,0.10047571751333419,0.0001
6,0.8846887430902255,0.18182614092099464,0.1058792534710492,0.8926003745623997,0.20768201564039504,0.12392239130678631,0.0001
7,0.8710969403638678,0.2108027289732028,0.12508426682423737,0.8702389683042254,0.24401782524018062,0.14840779240642274,0.0001
8,0.8562957922280845,0.25657394793579136,0.15626276537018308,0.8619088587306795,0.25977313660439993,0.15695737586134956,0.0001
9,0.8392824869034654,0.28249995511467174,0.17413724384317963,0.8457472466287159,0.2938042417878196,0.18325163849762507,0.0001
10,0.8204638957977295,0.3012150584136025,0.1886067117043471,0.8238540632384164,0.27912631772813346,0.17173804484662555,0.0001
11,0.7995306511046523,0.3205716415482052,0.2028539799532648,0.8098818063735962,0.2738168069294521,0.16752875525326955,0.0001
12,0.7745768589488531,0.34513796828055787,0.222134572469582,0.7752500744093032,0.3368878903843108,0.2156810618582226,0.0001
13,0.7554911102278757,0.35062985210600545,0.2264771418551267,0.751433877717881,0.3598273538407825,0.2346338431040446,0.0001
14,0.7369916282467923,0.35556475818157196,0.23130810942690253,0.7292823791503906,0.3764100514707111,0.2478075595129104,0.0001
15,0.7095600134235317,0.3822265817957409,0.2534840905060202,0.7143574016434806,0.3851514146441505,0.25314682225386304,0.0001
16,0.6901084644309545,0.39337325007733653,0.26288385184134466,0.7119898285184588,0.3506134407860892,0.22634011648950123,0.0001
17,0.6734382974899421,0.398085299689891,0.26831762669450143,0.669475861958095,0.41467869991347905,0.2812861878247488,0.0001
18,0.6502450558088594,0.41664320483046063,0.2842397088721647,0.6570891596022106,0.40570095607212614,0.27150156242506845,0.0001
19,0.6347880656436339,0.42349475458011787,0.28960616002648565,0.6588656249500456,0.40533589181445895,0.2762251304728644,0.0001
20,0.6216367781162262,0.4277208386841467,0.2946941948543161,0.6318122176896959,0.4204647420417695,0.2879262076956885,0.0001
21,0.6188154541334864,0.4242534235877506,0.2919539513729386,0.6408076428231739,0.3854297399520874,0.2560955612432389,0.0001
22,0.6030342409671363,0.4347314887632758,0.30056723573450317,0.614494427329018,0.4288290838400523,0.3016139623664674,0.0001
23,0.5895795602414567,0.44332101612778035,0.30919520834744985,0.6067418995357695,0.4285903416928791,0.29628593793937136,0.0001
24,0.5808915763588275,0.4500291981434418,0.3154674404758518,0.5924784853344872,0.4362196014040992,0.3009327862943922,0.0001
25,0.572811610365318,0.45348044396457027,0.3189266015917568,0.5648773766699291,0.4626131270612989,0.32614253816150485,0.0001
26,0.5595677174248938,0.4645107729455172,0.3298650848663459,0.5851459900538126,0.43824897919382366,0.3072954359508696,0.0001
27,0.5610417819629281,0.4597145604380107,0.3245555461715844,0.600256894315992,0.41547880853925434,0.28129247753393083,0.0001
28,0.5436550166647313,0.47555519488908476,0.3382092759770862,0.6001206636428833,0.4207585766201928,0.29400010052181424,0.0001
29,0.5395020130327193,0.47798011565612536,0.3406351136706643,0.5605344360782987,0.45411042656217304,0.31732209949266343,0.0001
30,0.5138400146516703,0.5032744559191041,0.3629498265809932,0.5697090114865985,0.4481620745999472,0.31526632819856915,5e-05
31,0.5009784021620023,0.5157696975994919,0.37643091910976473,0.5629434145632244,0.4527474954014733,0.3214073032140732,5e-05
32,0.4928666893708504,0.523097850508609,0.3830245373360181,0.5670321597939446,0.44902422314598445,0.3169659674167633,5e-05
33,0.4885946206622205,0.5265731834254023,0.38673374713477443,0.5585323245752425,0.4565517462435223,0.3238778476204191,5e-05
34,0.4811641834044861,0.5335892176224013,0.39363554195832395,0.5320731103420258,0.48228038918404353,0.34544977119990755,2.5e-05
35,0.4758597801802522,0.5386919598963301,0.3987110327866118,0.5609815205846514,0.4528475943065825,0.32459314238457454,2.5e-05
36,0.4654066721766682,0.5489982293318894,0.41037214597908117,0.5423981618313563,0.4709376919837225,0.3380732614369619,2.5e-05
37,0.4665483062045049,0.5471919358281766,0.4074608191090115,0.56000259802455,0.45232742315246943,0.32454700484162285,2.5e-05
38,0.46523789000713217,0.5482396576869286,0.40886231246641125,0.5518293721335275,0.4603608704748608,0.33122455577055615,2.5e-05
39,0.45420135532395317,0.5592269154928499,0.4187719033936323,0.5564875687871661,0.45554309373810176,0.32701894144217175,1.25e-05
40,0.4476765424518262,0.5657227014080953,0.42586554523746845,0.5389202208746047,0.47280937858990263,0.34114627682027365,1.25e-05
41,0.4490513094400955,0.5639081251318172,0.4232864642547349,0.5565829035781679,0.4550340629759289,0.3260535384927477,1.25e-05
42,0.43992268584542354,0.5734088716365523,0.43391801012774645,0.5468467360451108,0.464678936061405,0.33281477647168295,1.25e-05
43,0.44001736403521846,0.5729994741031679,0.4337828346228195,0.5407847520850954,0.470556283280963,0.33741349549520583,6.25e-06
44,0.43672824436325136,0.5762836665420209,0.4361305880849644,0.5588947321687426,0.4520887207417261,0.3243099812950407,6.25e-06
45,0.4394086912526923,0.573431251160169,0.4330308619192091,0.5489324459007808,0.46179342837560744,0.330657612709772,6.25e-06
46,0.435252280811132,0.5775574238623603,0.4373203339213032,0.5580586336907887,0.45273016464142574,0.32522212252730415,6.25e-06
47,0.43720323276721823,0.5755623003183785,0.43557628660889,0.5490602382591793,0.4614526033401489,0.3321669598420461,3.125e-06
